time,timeEpoch,lowTemp,highTemp,shutdownTemp,gateVoltage,supplyVoltage,switchingFrequency,dutyCycle,gateState
4/22/2008 9:19:00 PM,3291769140.964,329.8,330,345,10,4,10000,37,0
4/22/2008 9:19:15 PM,3291769155.295,329.8,330,345,10,4,10000,37,1
4/22/2008 9:19:17 PM,3291769157.76,329.8,330,345,10,4,10000,37,0
4/22/2008 9:19:29 PM,3291769169.493,329.8,330,345,10,4,10000,37,1
4/22/2008 9:19:32 PM,3291769172.404,329.8,330,345,10,4,10000,37,0
4/22/2008 9:19:45 PM,3291769185.363,329.8,330,345,10,4,10000,37,1
4/22/2008 9:19:48 PM,3291769188.033,329.8,330,345,10,4,10000,37,0
4/22/2008 9:19:59 PM,3291769199.139,329.8,330,345,10,4,10000,37,1
4/22/2008 9:20:01 PM,3291769201.827,329.8,330,345,10,4,10000,37,0
4/22/2008 9:20:12 PM,3291769212.552,329.8,330,345,10,4,10000,37,1
4/22/2008 9:20:15 PM,3291769215.233,329.8,330,345,10,4,10000,37,0
4/22/2008 9:20:24 PM,3291769224.982,329.8,330,345,10,4,10000,37,1
4/22/2008 9:20:27 PM,3291769227.242,329.8,330,345,10,4,10000,37,0
4/22/2008 9:20:36 PM,3291769236.235,329.8,330,345,10,4,10000,37,1
4/22/2008 9:20:39 PM,3291769239.141,329.8,330,345,10,4,10000,37,0
4/22/2008 9:20:50 PM,3291769250.625,329.8,330,345,10,4,10000,37,1
4/22/2008 9:20:53 PM,3291769253.078,329.8,330,345,10,4,10000,37,0
4/22/2008 9:21:02 PM,3291769262.954,329.8,330,345,10,4,10000,37,1
4/22/2008 9:21:05 PM,3291769265.427,329.8,330,345,10,4,10000,37,0
4/22/2008 9:21:15 PM,3291769275.821,329.8,330,345,10,4,10000,37,1
4/22/2008 9:21:18 PM,3291769278.281,329.8,330,345,10,4,10000,37,0
4/22/2008 9:21:29 PM,3291769289.723,329.8,330,345,10,4,10000,37,1
4/22/2008 9:21:31 PM,3291769291.844,329.8,330,345,10,4,10000,37,0
4/22/2008 9:21:40 PM,3291769300.179,329.8,330,345,10,4,10000,37,1
4/22/2008 9:21:42 PM,3291769302.212,329.8,330,345,10,4,10000,37,0
4/22/2008 9:21:53 PM,3291769313.02,329.8,330,345,10,4,10000,37,1
4/22/2008 9:21:55 PM,3291769315.559,329.8,330,345,10,4,10000,37,0
4/22/2008 9:22:06 PM,3291769326.734,329.8,330,345,10,4,10000,37,1
4/22/2008 9:22:09 PM,3291769329.629,329.8,330,345,10,4,10000,37,0
4/22/2008 9:22:17 PM,3291769337.972,329.8,330,345,10,4,10000,37,1
4/22/2008 9:22:20 PM,3291769340.508,329.8,330,345,10,4,10000,37,0
4/22/2008 9:22:27 PM,3291769347.756,329.8,330,345,10,4,10000,37,1
4/22/2008 9:22:30 PM,3291769350.208,329.8,330,345,10,4,10000,37,0
4/22/2008 9:22:37 PM,3291769357.687,329.8,330,345,10,4,10000,37,1
4/22/2008 9:22:40 PM,3291769360.163,329.8,330,345,10,4,10000,37,0
4/22/2008 9:22:48 PM,3291769368.993,329.8,330,345,10,4,10000,37,1
4/22/2008 9:22:51 PM,3291769371.453,329.8,330,345,10,4,10000,37,0
4/22/2008 9:22:58 PM,3291769378.483,329.8,330,345,10,4,10000,37,1
4/22/2008 9:23:00 PM,3291769380.956,329.8,330,345,10,4,10000,37,0
4/22/2008 9:23:08 PM,3291769388.619,329.8,330,345,10,4,10000,37,1
4/22/2008 9:23:11 PM,3291769391.156,329.8,330,345,10,4,10000,37,0
4/22/2008 9:23:20 PM,3291769400.175,329.8,330,345,10,4,10000,37,1
4/22/2008 9:23:22 PM,3291769402.645,329.8,330,345,10,4,10000,37,0
4/22/2008 9:23:30 PM,3291769410.981,329.8,330,345,10,4,10000,37,1
4/22/2008 9:23:33 PM,3291769413.237,329.8,330,345,10,4,10000,37,0
4/22/2008 9:23:42 PM,3291769422.346,329.8,330,345,10,4,10000,37,1
4/22/2008 9:23:44 PM,3291769424.798,329.8,330,345,10,4,10000,37,0
4/22/2008 9:23:54 PM,3291769434.237,329.8,330,345,10,4,10000,37,1
4/22/2008 9:23:56 PM,3291769436.683,329.8,330,345,10,4,10000,37,0
4/22/2008 9:24:04 PM,3291769444.903,329.8,330,345,10,4,10000,37,1
4/22/2008 9:24:07 PM,3291769447.152,329.8,330,345,10,4,10000,37,0
4/22/2008 9:24:14 PM,3291769454.844,329.8,330,345,10,4,10000,37,1
4/22/2008 9:24:17 PM,3291769457.314,329.8,330,345,10,4,10000,37,0
4/22/2008 9:24:26 PM,3291769466.151,329.8,330,345,10,4,10000,37,1
4/22/2008 9:24:28 PM,3291769468.849,329.8,330,345,10,4,10000,37,0
4/22/2008 9:24:36 PM,3291769476.978,329.8,330,345,10,4,10000,37,1
4/22/2008 9:24:39 PM,3291769479.534,329.8,330,345,10,4,10000,37,0
4/22/2008 9:24:47 PM,3291769487.871,329.8,330,345,10,4,10000,37,1
4/22/2008 9:24:50 PM,3291769490.197,329.8,330,345,10,4,10000,37,0
4/22/2008 9:24:58 PM,3291769498.533,329.8,330,345,10,4,10000,37,1
4/22/2008 9:25:00 PM,3291769500.991,329.8,330,345,10,4,10000,37,0
4/22/2008 9:25:09 PM,3291769509.59,329.8,330,345,10,4,10000,37,1
4/22/2008 9:25:11 PM,3291769511.84,329.8,330,345,10,4,10000,37,0
4/22/2008 9:25:20 PM,3291769520.043,329.8,330,345,10,4,10000,37,1
4/22/2008 9:25:22 PM,3291769522.076,329.8,330,345,10,4,10000,37,0
4/22/2008 9:25:30 PM,3291769530.196,329.8,330,345,10,4,10000,37,1
4/22/2008 9:25:32 PM,3291769532.449,329.8,330,345,10,4,10000,37,0
4/22/2008 9:25:42 PM,3291769542.634,329.8,330,345,10,4,10000,37,1
4/22/2008 9:25:44 PM,3291769544.672,329.8,330,345,10,4,10000,37,0
4/22/2008 9:25:53 PM,3291769553.66,329.8,330,345,10,4,10000,37,1
4/22/2008 9:25:55 PM,3291769555.918,329.8,330,345,10,4,10000,37,0
4/22/2008 9:26:06 PM,3291769566.517,329.8,330,345,10,4,10000,37,1
4/22/2008 9:26:08 PM,3291769568.971,329.8,330,345,10,4,10000,37,0
4/22/2008 9:26:18 PM,3291769578.848,329.8,330,345,10,4,10000,37,1
4/22/2008 9:26:21 PM,3291769581.311,329.8,330,345,10,4,10000,37,0
4/22/2008 9:26:31 PM,3291769591.892,329.8,330,345,10,4,10000,37,1
4/22/2008 9:26:34 PM,3291769594.369,329.8,330,345,10,4,10000,37,0
4/22/2008 9:26:45 PM,3291769605.59,329.8,330,345,10,4,10000,37,1
4/22/2008 9:26:47 PM,3291769607.853,329.8,330,345,10,4,10000,37,0
4/22/2008 9:26:57 PM,3291769617.64,329.8,330,345,10,4,10000,37,1
4/22/2008 9:26:59 PM,3291769619.665,329.8,330,345,10,4,10000,37,0
4/22/2008 9:27:09 PM,3291769629.34,329.8,330,345,10,4,10000,37,1
4/22/2008 9:27:11 PM,3291769631.387,329.8,330,345,10,4,10000,37,0
4/22/2008 9:27:20 PM,3291769640.43,329.8,330,345,10,4,10000,37,1
4/22/2008 9:27:22 PM,3291769642.468,329.8,330,345,10,4,10000,37,0
4/22/2008 9:27:30 PM,3291769650.373,329.8,330,345,10,4,10000,37,1
4/22/2008 9:27:32 PM,3291769652.393,329.8,330,345,10,4,10000,37,0
4/22/2008 9:27:40 PM,3291769660.728,329.8,330,345,10,4,10000,37,1
4/22/2008 9:27:43 PM,3291769663.236,329.8,330,345,10,4,10000,37,0
4/22/2008 9:27:55 PM,3291769675.375,329.8,330,345,10,4,10000,37,1
4/22/2008 9:27:57 PM,3291769677.363,329.8,330,345,10,4,10000,37,0
4/22/2008 9:28:06 PM,3291769686.925,329.8,330,345,10,4,10000,37,1
4/22/2008 9:28:09 PM,3291769689.43,329.8,330,345,10,4,10000,37,0
4/22/2008 9:28:19 PM,3291769699.009,329.8,330,345,10,4,10000,37,1
4/22/2008 9:28:21 PM,3291769701.442,329.8,330,345,10,4,10000,37,0
4/22/2008 9:28:31 PM,3291769711.64,329.8,330,345,10,4,10000,37,1
4/22/2008 9:28:33 PM,3291769713.722,329.8,330,345,10,4,10000,37,0
4/22/2008 9:28:42 PM,3291769722.652,329.8,330,345,10,4,10000,37,1
4/22/2008 9:28:44 PM,3291769724.641,329.8,330,345,10,4,10000,37,0
4/22/2008 9:28:52 PM,3291769732.019,329.8,330,345,10,4,10000,37,1
4/22/2008 9:28:54 PM,3291769734.464,329.8,330,345,10,4,10000,37,0
4/22/2008 9:29:02 PM,3291769742.357,329.8,330,345,10,4,10000,37,1
4/22/2008 9:29:04 PM,3291769744.567,329.8,330,345,10,4,10000,37,0
4/22/2008 9:29:11 PM,3291769751.517,329.8,330,345,10,4,10000,37,1
4/22/2008 9:29:14 PM,3291769754.163,329.8,330,345,10,4,10000,37,0
4/22/2008 9:29:21 PM,3291769761.61,329.8,330,345,10,4,10000,37,1
4/22/2008 9:29:24 PM,3291769764.273,329.8,330,345,10,4,10000,37,0
4/22/2008 9:29:32 PM,3291769772.069,329.8,330,345,10,4,10000,37,1
4/22/2008 9:29:34 PM,3291769774.513,329.8,330,345,10,4,10000,37,0
4/22/2008 9:29:42 PM,3291769782.296,329.8,330,345,10,4,10000,37,1
4/22/2008 9:29:44 PM,3291769784.716,329.8,330,345,10,4,10000,37,0
4/22/2008 9:29:52 PM,3291769792.168,329.8,330,345,10,4,10000,37,1
4/22/2008 9:29:54 PM,3291769794.579,329.8,330,345,10,4,10000,37,0
4/22/2008 9:30:02 PM,3291769802,329.8,330,345,10,4,10000,37,1
4/22/2008 9:30:04 PM,3291769804.443,329.8,330,345,10,4,10000,37,0
4/22/2008 9:30:11 PM,3291769811.656,329.8,330,345,10,4,10000,37,1
4/22/2008 9:30:13 PM,3291769813.875,329.8,330,345,10,4,10000,37,0
4/22/2008 9:30:20 PM,3291769820.621,329.8,330,345,10,4,10000,37,1
4/22/2008 9:30:22 PM,3291769822.826,329.8,330,345,10,4,10000,37,0
4/22/2008 9:30:29 PM,3291769829.745,329.8,330,345,10,4,10000,37,1
4/22/2008 9:30:31 PM,3291769831.97,329.8,330,345,10,4,10000,37,0
4/22/2008 9:30:39 PM,3291769839.164,329.8,330,345,10,4,10000,37,1
4/22/2008 9:30:41 PM,3291769841.578,329.8,330,345,10,4,10000,37,0
4/22/2008 9:30:49 PM,3291769849.161,329.8,330,345,10,4,10000,37,1
4/22/2008 9:30:51 PM,3291769851.354,329.8,330,345,10,4,10000,37,0
4/22/2008 9:30:58 PM,3291769858.467,329.8,330,345,10,4,10000,37,1
4/22/2008 9:31:00 PM,3291769860.749,329.8,330,345,10,4,10000,37,0
4/22/2008 9:31:08 PM,3291769868.512,329.8,330,345,10,4,10000,37,1
4/22/2008 9:31:10 PM,3291769870.937,329.8,330,345,10,4,10000,37,0
4/22/2008 9:31:18 PM,3291769878.066,329.8,330,345,10,4,10000,37,1
4/22/2008 9:31:20 PM,3291769880.496,329.8,330,345,10,4,10000,37,0
4/22/2008 9:31:27 PM,3291769887.948,329.8,330,345,10,4,10000,37,1
4/22/2008 9:31:30 PM,3291769890.383,329.8,330,345,10,4,10000,37,0
4/22/2008 9:31:38 PM,3291769898.222,329.8,330,345,10,4,10000,37,1
4/22/2008 9:31:40 PM,3291769900.666,329.8,330,345,10,4,10000,37,0
4/22/2008 9:31:47 PM,3291769907.634,329.8,330,345,10,4,10000,37,1
4/22/2008 9:31:49 PM,3291769909.919,329.8,330,345,10,4,10000,37,0
4/22/2008 9:31:57 PM,3291769917.284,329.8,330,345,10,4,10000,37,1
4/22/2008 9:31:59 PM,3291769919.717,329.8,330,345,10,4,10000,37,0
4/22/2008 9:32:07 PM,3291769927.094,329.8,330,345,10,4,10000,37,1
4/22/2008 9:32:09 PM,3291769929.345,329.8,330,345,10,4,10000,37,0
4/22/2008 9:32:16 PM,3291769936.353,329.8,330,345,10,4,10000,37,1
4/22/2008 9:32:18 PM,3291769938.768,329.8,330,345,10,4,10000,37,0
4/22/2008 9:32:26 PM,3291769946.352,329.8,330,345,10,4,10000,37,1
4/22/2008 9:32:28 PM,3291769948.572,329.8,330,345,10,4,10000,37,0
4/22/2008 9:32:35 PM,3291769955.04,329.8,330,345,10,4,10000,37,1
4/22/2008 9:32:37 PM,3291769957.46,329.8,330,345,10,4,10000,37,0
4/22/2008 9:32:44 PM,3291769964.448,329.8,330,345,10,4,10000,37,1
4/22/2008 9:32:47 PM,3291769967.074,329.8,330,345,10,4,10000,37,0
4/22/2008 9:32:54 PM,3291769974.652,329.8,330,345,10,4,10000,37,1
4/22/2008 9:32:56 PM,3291769976.874,329.8,330,345,10,4,10000,37,0
4/22/2008 9:33:03 PM,3291769983.234,329.8,330,345,10,4,10000,37,1
4/22/2008 9:33:05 PM,3291769985.241,329.8,330,345,10,4,10000,37,0
4/22/2008 9:33:11 PM,3291769991.54,329.8,330,345,10,4,10000,37,1
4/22/2008 9:33:13 PM,3291769993.75,329.8,330,345,10,4,10000,37,0
4/22/2008 9:33:20 PM,3291770000.058,329.8,330,345,10,4,10000,37,1
4/22/2008 9:33:22 PM,3291770002.274,329.8,330,345,10,4,10000,37,0
4/22/2008 9:33:29 PM,3291770009.22,329.8,330,345,10,4,10000,37,1
4/22/2008 9:33:31 PM,3291770011.46,329.8,330,345,10,4,10000,37,0
4/22/2008 9:33:37 PM,3291770017.758,329.8,330,345,10,4,10000,37,1
4/22/2008 9:33:39 PM,3291770019.96,329.8,330,345,10,4,10000,37,0
4/22/2008 9:33:46 PM,3291770026.899,329.8,330,345,10,4,10000,37,1
4/22/2008 9:33:49 PM,3291770029.342,329.8,330,345,10,4,10000,37,0
4/22/2008 9:33:56 PM,3291770036.329,329.8,330,345,10,4,10000,37,1
4/22/2008 9:33:58 PM,3291770038.757,329.8,330,345,10,4,10000,37,0
4/22/2008 9:34:05 PM,3291770045.98,329.8,330,345,10,4,10000,37,1
4/22/2008 9:34:08 PM,3291770048.205,329.8,330,345,10,4,10000,37,0
4/22/2008 9:34:14 PM,3291770054.977,329.8,330,345,10,4,10000,37,1
4/22/2008 9:34:17 PM,3291770057.062,329.8,330,345,10,4,10000,37,0
4/22/2008 9:34:23 PM,3291770063.581,329.8,330,345,10,4,10000,37,1
4/22/2008 9:34:25 PM,3291770065.798,329.8,330,345,10,4,10000,37,0
4/22/2008 9:34:32 PM,3291770072.531,329.8,330,345,10,4,10000,37,1
4/22/2008 9:34:34 PM,3291770074.561,329.8,330,345,10,4,10000,37,0
4/22/2008 9:34:40 PM,3291770080.886,329.8,330,345,10,4,10000,37,1
4/22/2008 9:34:43 PM,3291770083.173,329.8,330,345,10,4,10000,37,0
4/22/2008 9:34:50 PM,3291770090.744,329.8,330,345,10,4,10000,37,1
4/22/2008 9:34:53 PM,3291770093.632,329.8,330,345,10,4,10000,37,0
4/22/2008 9:35:03 PM,3291770103.412,329.8,330,345,10,4,10000,37,1
4/22/2008 9:35:05 PM,3291770105.924,329.8,330,345,10,4,10000,37,0
4/22/2008 9:35:14 PM,3291770114.373,329.8,330,345,10,4,10000,37,1
4/22/2008 9:35:16 PM,3291770116.58,329.8,330,345,10,4,10000,37,0
4/22/2008 9:35:24 PM,3291770124.589,329.8,330,345,10,4,10000,37,1
4/22/2008 9:35:26 PM,3291770126.798,329.8,330,345,10,4,10000,37,0
4/22/2008 9:35:34 PM,3291770134.451,329.8,330,345,10,4,10000,37,1
4/22/2008 9:35:36 PM,3291770136.461,329.8,330,345,10,4,10000,37,0
4/22/2008 9:35:43 PM,3291770143.39,329.8,330,345,10,4,10000,37,1
4/22/2008 9:35:45 PM,3291770145.849,329.8,330,345,10,4,10000,37,0
4/22/2008 9:35:54 PM,3291770154.48,329.8,330,345,10,4,10000,37,1
4/22/2008 9:35:56 PM,3291770156.786,329.8,330,345,10,4,10000,37,0
4/22/2008 9:36:04 PM,3291770164.356,329.8,330,345,10,4,10000,37,1
4/22/2008 9:36:06 PM,3291770166.581,329.8,330,345,10,4,10000,37,0
4/22/2008 9:36:14 PM,3291770174.625,329.8,330,345,10,4,10000,37,1
4/22/2008 9:36:17 PM,3291770177.288,329.8,330,345,10,4,10000,37,0
4/22/2008 9:36:26 PM,3291770186.041,329.8,330,345,10,4,10000,37,1
4/22/2008 9:36:28 PM,3291770188.264,329.8,330,345,10,4,10000,37,0
4/22/2008 9:36:35 PM,3291770195.397,329.8,330,345,10,4,10000,37,1
4/22/2008 9:36:37 PM,3291770197.427,329.8,330,345,10,4,10000,37,0
4/22/2008 9:36:44 PM,3291770204.443,329.8,330,345,10,4,10000,37,1
4/22/2008 9:36:46 PM,3291770206.221,329.8,330,345,10,4,10000,37,0
4/22/2008 9:36:52 PM,3291770212.091,329.8,330,345,10,4,10000,37,1
4/22/2008 9:36:54 PM,3291770214.094,329.8,330,345,10,4,10000,37,0
4/22/2008 9:37:02 PM,3291770222.715,329.8,330,345,10,4,10000,37,1
4/22/2008 9:37:04 PM,3291770224.953,329.8,330,345,10,4,10000,37,0
4/22/2008 9:37:12 PM,3291770232.383,329.8,330,345,10,4,10000,37,1
4/22/2008 9:37:14 PM,3291770234.579,329.8,330,345,10,4,10000,37,0
4/22/2008 9:37:22 PM,3291770242.635,329.8,330,345,10,4,10000,37,1
4/22/2008 9:37:25 PM,3291770245.052,329.8,330,345,10,4,10000,37,0
4/22/2008 9:37:32 PM,3291770252.435,329.8,330,345,10,4,10000,37,1
4/22/2008 9:37:34 PM,3291770254.719,329.8,330,345,10,4,10000,37,0
4/22/2008 9:37:42 PM,3291770262.146,329.8,330,345,10,4,10000,37,1
4/22/2008 9:37:44 PM,3291770264.369,329.8,330,345,10,4,10000,37,0
4/22/2008 9:37:51 PM,3291770271.238,329.8,330,345,10,4,10000,37,1
4/22/2008 9:37:53 PM,3291770273.217,329.8,330,345,10,4,10000,37,0
4/22/2008 9:37:59 PM,3291770279.487,329.8,330,345,10,4,10000,37,1
4/22/2008 9:38:01 PM,3291770281.47,329.8,330,345,10,4,10000,37,0
4/22/2008 9:38:07 PM,3291770287.902,329.8,330,345,10,4,10000,37,1
4/22/2008 9:38:09 PM,3291770289.887,329.8,330,345,10,4,10000,37,0
4/22/2008 9:38:16 PM,3291770296.327,329.8,330,345,10,4,10000,37,1
4/22/2008 9:38:18 PM,3291770298.54,329.8,330,345,10,4,10000,37,0
4/22/2008 9:38:25 PM,3291770305.05,329.8,330,345,10,4,10000,37,1
4/22/2008 9:38:27 PM,3291770307.44,329.8,330,345,10,4,10000,37,0
4/22/2008 9:38:35 PM,3291770315.144,329.8,330,345,10,4,10000,37,1
4/22/2008 9:38:37 PM,3291770317.553,329.8,330,345,10,4,10000,37,0
4/22/2008 9:38:44 PM,3291770324.443,329.8,330,345,10,4,10000,37,1
4/22/2008 9:38:46 PM,3291770326.933,329.8,330,345,10,4,10000,37,0
4/22/2008 9:38:54 PM,3291770334.652,329.8,330,345,10,4,10000,37,1
4/22/2008 9:38:56 PM,3291770336.869,329.8,330,345,10,4,10000,37,0
4/22/2008 9:39:03 PM,3291770343.084,329.8,330,345,10,4,10000,37,1
4/22/2008 9:39:05 PM,3291770345.069,329.8,330,345,10,4,10000,37,0
4/22/2008 9:39:12 PM,3291770352.013,329.8,330,345,10,4,10000,37,1
4/22/2008 9:39:14 PM,3291770354.014,329.8,330,345,10,4,10000,37,0
4/22/2008 9:39:21 PM,3291770361.347,329.8,330,345,10,4,10000,37,1
4/22/2008 9:39:23 PM,3291770363.546,329.8,330,345,10,4,10000,37,0
4/22/2008 9:39:32 PM,3291770372.122,329.8,330,345,10,4,10000,37,1
4/22/2008 9:39:34 PM,3291770374.351,329.8,330,345,10,4,10000,37,0
4/22/2008 9:39:41 PM,3291770381.294,329.8,330,345,10,4,10000,37,1
4/22/2008 9:39:43 PM,3291770383.518,329.8,330,345,10,4,10000,37,0
4/22/2008 9:39:51 PM,3291770391.451,329.8,330,345,10,4,10000,37,1
4/22/2008 9:39:53 PM,3291770393.453,329.8,330,345,10,4,10000,37,0
4/22/2008 9:40:00 PM,3291770400.432,329.8,330,345,10,4,10000,37,1
4/22/2008 9:40:02 PM,3291770402.639,329.8,330,345,10,4,10000,37,0
4/22/2008 9:40:10 PM,3291770410.572,329.8,330,345,10,4,10000,37,1
4/22/2008 9:40:12 PM,3291770412.577,329.8,330,345,10,4,10000,37,0
4/22/2008 9:40:19 PM,3291770419.705,329.8,330,345,10,4,10000,37,1
4/22/2008 9:40:21 PM,3291770421.698,329.8,330,345,10,4,10000,37,0
4/22/2008 9:40:29 PM,3291770429.084,329.8,330,345,10,4,10000,37,1
4/22/2008 9:40:31 PM,3291770431.077,329.8,330,345,10,4,10000,37,0
4/22/2008 9:40:38 PM,3291770438.563,329.8,330,345,10,4,10000,37,1
4/22/2008 9:40:40 PM,3291770440.564,329.8,330,345,10,4,10000,37,0
4/22/2008 9:40:47 PM,3291770447.251,329.8,330,345,10,4,10000,37,1
4/22/2008 9:40:49 PM,3291770449.305,329.8,330,345,10,4,10000,37,0
4/22/2008 9:40:56 PM,3291770456.422,329.8,330,345,10,4,10000,37,1
4/22/2008 9:40:58 PM,3291770458.85,329.8,330,345,10,4,10000,37,0
4/22/2008 9:41:07 PM,3291770467.865,329.8,330,345,10,4,10000,37,1
4/22/2008 9:41:10 PM,3291770470.064,329.8,330,345,10,4,10000,37,0
4/22/2008 9:41:17 PM,3291770477.243,329.8,330,345,10,4,10000,37,1
4/22/2008 9:41:19 PM,3291770479.255,329.8,330,345,10,4,10000,37,0
4/22/2008 9:41:26 PM,3291770486.988,329.8,330,345,10,4,10000,37,1
4/22/2008 9:41:29 PM,3291770489.192,329.8,330,345,10,4,10000,37,0
4/22/2008 9:41:37 PM,3291770497.165,329.8,330,345,10,4,10000,37,1
4/22/2008 9:41:39 PM,3291770499.212,329.8,330,345,10,4,10000,37,0
4/22/2008 9:41:46 PM,3291770506.546,329.8,330,345,10,4,10000,37,1
4/22/2008 9:41:48 PM,3291770508.762,329.8,330,345,10,4,10000,37,0
4/22/2008 9:41:56 PM,3291770516.286,329.8,330,345,10,4,10000,37,1
4/22/2008 9:41:58 PM,3291770518.49,329.8,330,345,10,4,10000,37,0
4/22/2008 9:42:05 PM,3291770525.876,329.8,330,345,10,4,10000,37,1
4/22/2008 9:42:07 PM,3291770527.857,329.8,330,345,10,4,10000,37,0
4/22/2008 9:42:14 PM,3291770534.748,329.8,330,345,10,4,10000,37,1
4/22/2008 9:42:16 PM,3291770536.943,329.8,330,345,10,4,10000,37,0
4/22/2008 9:42:24 PM,3291770544.256,329.8,330,345,10,4,10000,37,1
4/22/2008 9:42:26 PM,3291770546.739,329.8,330,345,10,4,10000,37,0
4/22/2008 9:42:36 PM,3291770556.45,329.8,330,345,10,4,10000,37,1
4/22/2008 9:42:38 PM,3291770558.84,329.8,330,345,10,4,10000,37,0
4/22/2008 9:42:45 PM,3291770565.674,329.8,330,345,10,4,10000,37,1
4/22/2008 9:42:47 PM,3291770567.885,329.8,330,345,10,4,10000,37,0
4/22/2008 9:42:55 PM,3291770575.496,329.8,330,345,10,4,10000,37,1
4/22/2008 9:42:57 PM,3291770577.695,329.8,330,345,10,4,10000,37,0
4/22/2008 9:43:04 PM,3291770584.809,329.8,330,345,10,4,10000,37,1
4/22/2008 9:43:07 PM,3291770587.229,329.8,330,345,10,4,10000,37,0
