gateSignalVoltage,gateEmitterVoltage,collectorEmitterVoltage,collectorEmitterCurrentSingal
-0.1562503168,7.4218751488,6.8749997056,0
-0.312500326399999,7.4218751488,7.0624996864,0
-0.312500326399999,7.5781251584,7.12499968,0
-0.312500326399999,7.5000001536,7.2499996672,0
-0.2343753216,7.5000001536,7.3124996608,0
-0.1562503168,7.5781251584,7.437499648,-0.01562500096
-0.1562503168,7.5781251584,7.4999996416,0
-0.0781253120000001,7.5000001536,7.4999996416,-0.01562500096
-0.0781253120000001,7.5000001536,7.6249996288,0.01562500096
-0.1562503168,7.5000001536,7.6874996224,0
-0.0781253120000001,7.4218751488,7.6249996288,0
-0.1562503168,7.4218751488,7.6249996288,-0.01562500096
-0.312500326399999,7.4218751488,7.6874996224,0
-0.312500326399999,7.4218751488,7.749999616,0
-0.2343753216,7.343750144,7.8749996032,-0.01562500096
-0.312500326399999,7.1875001344,7.8749996032,-0.01562500096
-0.312500326399999,7.2656251392,7.9374995968,0
-0.2343753216,7.2656251392,7.9999995904,-0.01562500096
-0.312500326399999,7.2656251392,8.062499584,-0.01562500096
-0.3906253312,7.2656251392,8.1249995776,0
-0.2343753216,7.343750144,8.2499995648,0
-0.2343753216,7.2656251392,8.3124995584,0
-0.312500326399999,7.2656251392,8.374999552,-0.01562500096
-0.2343753216,7.2656251392,8.374999552,-0.01562500096
-0.312500326399999,7.1875001344,8.4374995456,0
-0.312500326399999,7.2656251392,8.5624995328,0
-0.3906253312,7.2656251392,8.5624995328,-0.03125000192
-0.312500326399999,7.1093751296,8.6249995264,-0.01562500096
-0.2343753216,7.2656251392,8.7499995136,0.01562500096
-0.3906253312,7.1875001344,8.7499995136,0.01562500096
-0.312500326399999,7.2656251392,8.8124995072,-0.01562500096
-0.3906253312,7.1093751296,8.8124995072,0
-0.3906253312,7.1875001344,8.8749995008,0.01562500096
-0.3906253312,7.1093751296,8.9374994944,0
-0.312500326399999,7.1875001344,8.999999488,0
-0.312500326399999,7.0312501248,9.0624994816,0
-0.3906253312,7.1093751296,9.1249994752,0
-0.5468753408,7.1093751296,9.1874994688,0
-0.312500326399999,7.1875001344,9.2499994624,0
-0.468750335999999,7.1093751296,9.312499456,-0.01562500096
-0.3906253312,7.1093751296,9.3749994496,-0.01562500096
-0.3906253312,7.0312501248,9.4374994432,0
-0.3906253312,7.0312501248,9.4374994432,0
-0.3906253312,7.0312501248,9.5624994304,0
-0.3906253312,7.0312501248,9.624999424,0.03125000192
-0.3906253312,6.95312512,9.6874994176,0
-0.468750335999999,6.95312512,9.8124994048,0
-0.3906253312,6.95312512,9.8124994048,0
-0.312500326399999,6.95312512,9.8124994048,-0.01562500096
-0.468750335999999,6.7968751104,9.937499392,0
-0.468750335999999,6.95312512,9.9999993856,0
-0.468750335999999,6.95312512,10.0624993792,0
-0.468750335999999,6.8750001152,10.1249993728,0
-0.3906253312,6.7968751104,10.1874993664,0
-0.312500326399999,6.8750001152,10.24999936,-0.01562500096
-0.3906253312,6.7968751104,10.3124993536,-0.01562500096
-0.3906253312,6.7968751104,10.3124993536,0
-0.5468753408,6.7187501056,10.4374993408,0
-0.3906253312,6.6406251008,10.562499328,0
-0.468750335999999,6.7187501056,10.562499328,0
-0.468750335999999,6.7187501056,10.6249993216,0
-0.5468753408,6.6406251008,10.7499993088,0
-0.468750335999999,6.6406251008,10.874999296,0
-0.468750335999999,6.4843750912,10.9374992896,0
-0.468750335999999,6.562500096,10.9999992832,0.01562500096
-0.468750335999999,6.4843750912,11.1249992704,0.01562500096
-0.5468753408,6.4843750912,11.2499992576,0
-0.5468753408,6.4062500864,11.3749992448,0
-0.468750335999999,6.4062500864,11.5624992256,0
-0.3906253312,6.3281250816,11.7499992064,0
-0.5468753408,6.2500000768,11.9374991872,0
-0.625000345599999,6.0156250624,11.9374991872,-0.01562500096
-0.7031253504,5.8593750528,11.9374991872,0
-0.781250355199999,5.7031250432,11.9374991872,0
-0.9375003648,5.4687500288,11.9374991872,0
-0.9375003648,5.3125000192,11.9374991872,0.01562500096
-1.0937503744,5.0781250048,11.9374991872,0.01562500096
-1.0937503744,5.0781250048,11.9374991872,0.01562500096
-1.1718753792,5.0781250048,11.9374991872,0
-1.250000384,4.9218749952,11.9374991872,0
-1.1718753792,4.6874999808,11.9374991872,0.01562500096
-1.4062503936,4.4531249664,11.9374991872,0.01562500096
-1.5625004032,4.1406249472,11.9374991872,0.01562500096
-1.5625004032,3.9062499328,11.9374991872,0.01562500096
-1.5625004032,3.7499999232,11.9374991872,0.01562500096
-1.7187504128,3.5156249088,11.9374991872,0.01562500096
-1.7968754176,3.3593748992,11.9374991872,0.01562500096
-1.8750004224,3.04687488,11.9374991872,0.01562500096
-1.8750004224,2.8906248704,11.9374991872,0.01562500096
-1.9531254272,2.7343748608,11.9374991872,0.01562500096
-2.1093754368,2.4999998464,11.9374991872,0.01562500096
-2.031250432,2.1874998272,11.9374991872,0.01562500096
-2.1093754368,2.0312498176,11.9374991872,0.01562500096
-2.1093754368,1.874999808,11.9374991872,0.03125000192
-2.1093754368,1.7187497984,11.9374991872,0.03125000192
-2.1875004416,1.484374784,11.9374991872,0.01562500096
-2.1875004416,1.2499997696,11.9374991872,0.01562500096
-2.2656254464,1.09374976,11.9374991872,0.01562500096
-2.1875004416,0.937499750400001,11.9374991872,0.01562500096
-2.1093754368,0.8593747456,11.9374991872,0.01562500096
-2.1093754368,0.7812497408,11.9374991872,0.01562500096
-2.1875004416,0.703124736,11.9374991872,0.01562500096
-1.8750004224,0.6249997312,11.9374991872,0.01562500096
-1.8750004224,0.5468747264,11.9374991872,0.01562500096
-1.8750004224,0.6249997312,11.9374991872,0.01562500096
-1.7968754176,0.4687497216,11.9374991872,0.03125000192
-1.7968754176,0.5468747264,11.9374991872,0
-1.7187504128,0.6249997312,11.9374991872,0.01562500096
-1.5625004032,0.7812497408,11.9374991872,0
-1.4843753984,0.937499750400001,11.9374991872,0.01562500096
-1.3281253888,1.0156247552,11.9374991872,0
-1.3281253888,1.09374976,11.9374991872,0.01562500096
-1.0937503744,1.2499997696,11.9374991872,0
-0.9375003648,1.484374784,11.9374991872,0
-0.781250355199999,1.5624997888,11.9374991872,0
-0.5468753408,1.7968748032,11.9374991872,0
-0.3906253312,1.7968748032,11.9374991872,0
-0.1562503168,2.0312498176,9.6874994176,0
-3.07199999660668e-07,2.1874998272,7.5624996352,0
-3.07199999660668e-07,2.1874998272,5.4374998528,-0.01562500096
0.1562497024,2.3437498368,3.5625000448,-0.01562500096
0.1562497024,2.4218748416,1.812500224,0
0.234374707200001,2.4218748416,0.1875003904,0
0.1562497024,2.1874998272,-1.1249994752,-0.01562500096
0.1562497024,2.0312498176,-2.1874993664,0
0.0781246976000007,1.9531248128,-2.8124993024,0.01562500096
-3.07199999660668e-07,1.4062497792,-3.1249992704,0
-0.1562503168,0.937499750400001,-2.9374992896,-0.01562500096
-0.312500326399999,0.6249997312,-2.4374993408,0
-0.625000345599999,0.234374707200001,-1.8124994048,0
-0.781250355199999,0.1562497024,-1.5624994304,0
-0.85937536,-0.2343753216,-1.7499994112,-0.01562500096
-0.9375003648,-0.0781253120000001,-2.1249993728,0
-0.9375003648,-0.0781253120000001,-2.6874993152,0
-0.9375003648,-0.1562503168,-3.187499264,-0.01562500096
-0.85937536,-0.312500326399999,-3.499999232,-0.01562500096
-0.7031253504,-0.312500326399999,-3.6249992192,-0.01562500096
-0.7031253504,-0.312500326399999,-3.2499992576,-0.01562500096
-0.625000345599999,-0.2343753216,-2.9999992832,-0.01562500096
-0.3906253312,-0.1562503168,-2.562499328,-0.03125000192
-0.2343753216,-0.0781253120000001,-2.3749993472,-0.01562500096
0.0781246976000007,-3.07199999660668e-07,-2.4374993408,0
-3.07199999660668e-07,0.0781246976000007,-2.4999993344,-0.01562500096
0.234374707200001,-0.0781253120000001,-2.6249993216,0
0.312499712,-0.0781253120000001,-2.9374992896,-0.01562500096
0.1562497024,-0.2343753216,-2.9999992832,-0.03125000192
0.234374707200001,-0.312500326399999,-3.0624992768,-0.01562500096
0.0781246976000007,-0.3906253312,-3.1249992704,-0.01562500096
-0.0781253120000001,-0.5468753408,-3.0624992768,0
-0.1562503168,-0.468750335999999,-2.9374992896,-0.01562500096
-0.0781253120000001,-0.3906253312,-2.8124993024,-0.03125000192
-3.07199999660668e-07,-0.2343753216,-2.7499993088,-0.03125000192
0.1562497024,-0.1562503168,-2.7499993088,-0.01562500096
0.1562497024,-0.2343753216,-2.7499993088,-0.01562500096
0.312499712,-0.0781253120000001,-2.8124993024,-0.03125000192
0.390624716800001,-0.0781253120000001,-2.8124993024,-0.01562500096
0.4687497216,-0.0781253120000001,-2.9374992896,0
0.390624716800001,-0.2343753216,-2.9999992832,0
0.312499712,-0.1562503168,-2.9374992896,-0.01562500096
0.390624716800001,-0.2343753216,-2.874999296,-0.03125000192
0.312499712,-0.312500326399999,-2.874999296,-0.01562500096
0.234374707200001,-0.312500326399999,-2.8124993024,0
0.234374707200001,-0.2343753216,-2.8124993024,-0.01562500096
0.1562497024,-0.2343753216,-2.8124993024,-0.01562500096
0.1562497024,-0.2343753216,-2.8124993024,-0.01562500096
0.1562497024,-0.2343753216,-2.874999296,-0.01562500096
0.234374707200001,-0.0781253120000001,-2.874999296,0
0.234374707200001,-0.0781253120000001,-2.874999296,-0.01562500096
0.234374707200001,-3.07199999660668e-07,-2.874999296,0
0.390624716800001,-3.07199999660668e-07,-2.7499993088,0
0.234374707200001,0.0781246976000007,-2.562499328,-0.01562500096
0.390624716800001,0.0781246976000007,-2.4374993408,0
0.312499712,0.234374707200001,-2.3124993536,-0.01562500096
0.312499712,0.1562497024,-2.1874993664,-0.01562500096
0.312499712,0.312499712,-2.0624993792,0
0.390624716800001,0.390624716800001,-1.937499392,0
0.4687497216,0.4687497216,-1.937499392,0
0.5468747264,0.5468747264,-1.7499994112,0
0.5468747264,0.703124736,-1.6874994176,-0.01562500096
0.6249997312,0.7812497408,-1.4999994368,0
0.703124736,1.0156247552,-1.3749994496,0
0.703124736,1.0156247552,-1.1874994688,-0.01562500096
0.8593747456,1.09374976,-1.0624994816,0
0.8593747456,1.1718747648,-0.8749995008,-0.03125000192
0.7812497408,1.2499997696,-0.8124995072,0
0.7812497408,1.3281247744,-0.68749952,0
0.7812497408,1.4062497792,-0.6249995264,-0.01562500096
0.703124736,1.3281247744,-0.5624995328,-0.01562500096
0.5468747264,1.484374784,-0.4374995456,-0.01562500096
0.6249997312,1.484374784,-0.3124995584,0
0.5468747264,1.5624997888,-0.1874995712,0
0.390624716800001,1.5624997888,4.09600000139676e-07,-0.01562500096
0.390624716800001,1.4062497792,0.1875003904,0
0.312499712,1.4062497792,0.562500352,0.01562500096
0.1562497024,1.4062497792,0.8125003264,0
0.1562497024,1.3281247744,0.87500032,0
0.1562497024,1.4062497792,1.1250002944,0.01562500096
0.0781246976000007,1.484374784,1.2500002816,0
0.1562497024,1.4062497792,1.3750002688,0
0.234374707200001,1.3281247744,1.500000256,0
0.234374707200001,1.3281247744,1.500000256,0.01562500096
0.1562497024,1.2499997696,1.5625002496,0.01562500096
0.1562497024,1.2499997696,1.6250002432,0
-0.0781253120000001,1.09374976,1.5625002496,0
-0.1562503168,1.1718747648,1.500000256,0
-0.2343753216,1.1718747648,1.5625002496,0.03125000192
-0.2343753216,1.09374976,1.5625002496,0.01562500096
-0.3906253312,1.0156247552,1.4375002624,0
-0.3906253312,1.0156247552,1.4375002624,0
-0.468750335999999,0.8593747456,1.4375002624,0
-0.312500326399999,1.0156247552,1.4375002624,0
-0.3906253312,0.937499750400001,1.4375002624,0
-0.312500326399999,1.0156247552,1.4375002624,0.01562500096
-0.312500326399999,1.09374976,1.3125002752,0.01562500096
-0.2343753216,1.0156247552,1.3125002752,0.01562500096
-0.2343753216,0.8593747456,1.187500288,0
-0.3906253312,0.937499750400001,1.0625003008,0.01562500096
-0.3906253312,0.8593747456,0.9375003136,0
-0.468750335999999,0.7812497408,0.87500032,0.01562500096
-0.3906253312,0.7812497408,0.6875003392,0
-0.5468753408,0.8593747456,0.6250003456,0.01562500096
-0.468750335999999,0.7812497408,0.5000003584,0.01562500096
-0.3906253312,0.703124736,0.5000003584,0.01562500096
-0.468750335999999,0.703124736,0.3125003776,0
-0.3906253312,0.703124736,0.250000384,0.01562500096
-0.468750335999999,0.703124736,0.1875003904,0.01562500096
-0.625000345599999,0.703124736,0.1250003968,0.01562500096
-0.625000345599999,0.5468747264,-0.0624995840000002,0.01562500096
-0.7031253504,0.390624716800001,-0.1249995776,0.01562500096
-0.625000345599999,0.390624716800001,-0.3124995584,0.01562500096
-0.625000345599999,0.390624716800001,-0.3124995584,0.01562500096
-0.625000345599999,0.5468747264,-0.4374995456,0.01562500096
-0.5468753408,0.5468747264,-0.4374995456,0.01562500096
-0.625000345599999,0.312499712,-0.5624995328,0.01562500096
-0.5468753408,0.390624716800001,-0.5624995328,0.01562500096
-0.5468753408,0.390624716800001,-0.6249995264,0.01562500096
-0.625000345599999,0.312499712,-0.68749952,0.03125000192
-0.625000345599999,0.234374707200001,-0.8124995072,0.03125000192
-0.625000345599999,0.1562497024,-0.8124995072,0.01562500096
-0.625000345599999,0.312499712,-0.7499995136,0
-0.7031253504,0.234374707200001,-0.8749995008,0.03125000192
-0.7031253504,0.1562497024,-0.8124995072,0.01562500096
-0.5468753408,0.234374707200001,-0.7499995136,0
-0.5468753408,0.1562497024,-0.68749952,0.01562500096
-0.5468753408,0.234374707200001,-0.7499995136,0.01562500096
-0.5468753408,0.234374707200001,-0.8124995072,0.01562500096
-0.5468753408,0.1562497024,-0.8124995072,0
-0.625000345599999,0.1562497024,-0.8749995008,0.01562500096
-0.5468753408,0.234374707200001,-0.9374994944,0.03125000192
-0.625000345599999,0.0781246976000007,-0.999999488,0.01562500096
-0.7031253504,-3.07199999660668e-07,-0.9374994944,0.01562500096
-0.781250355199999,0.0781246976000007,-0.8749995008,0.01562500096
-0.625000345599999,0.0781246976000007,-0.8749995008,0.01562500096
-0.7031253504,0.1562497024,-0.8124995072,0.01562500096
-0.625000345599999,0.0781246976000007,-0.7499995136,0.01562500096
-0.5468753408,0.0781246976000007,-0.6249995264,0
-0.625000345599999,-3.07199999660668e-07,-0.6249995264,0.01562500096
-0.625000345599999,0.0781246976000007,-0.6249995264,0.01562500096
-0.5468753408,0.0781246976000007,-0.5624995328,0.01562500096
-0.625000345599999,-0.0781253120000001,-0.6249995264,0.01562500096
-0.625000345599999,0.0781246976000007,-0.6249995264,0.01562500096
-0.5468753408,-3.07199999660668e-07,-0.6249995264,0.01562500096
-0.5468753408,-3.07199999660668e-07,-0.6249995264,0.01562500096
-0.468750335999999,-0.1562503168,-0.4999995392,0.01562500096
-0.5468753408,-0.0781253120000001,-0.4374995456,0.01562500096
-0.5468753408,-0.1562503168,-0.3124995584,0.01562500096
-0.5468753408,-3.07199999660668e-07,-0.3124995584,0
-0.5468753408,-0.0781253120000001,-0.2499995648,0
-0.625000345599999,-0.0781253120000001,-0.2499995648,0.01562500096
-0.5468753408,-0.1562503168,-0.1874995712,0.01562500096
-0.625000345599999,-0.2343753216,-0.1874995712,0
-0.5468753408,-0.1562503168,-0.1874995712,0
-0.5468753408,-0.1562503168,-0.1249995776,0.01562500096
-0.625000345599999,-0.2343753216,-0.0624995840000002,0.03125000192
-0.7031253504,-0.1562503168,-0.0624995840000002,0
-0.5468753408,-0.1562503168,4.09600000139676e-07,0.01562500096
-0.5468753408,-0.0781253120000001,0.0625004032000001,0.01562500096
-0.468750335999999,-0.2343753216,0.250000384,0.01562500096
-0.468750335999999,-0.2343753216,0.3125003776,0.01562500096
-0.312500326399999,-0.0781253120000001,0.3750003712,-0.01562500096
-0.312500326399999,-0.1562503168,0.3750003712,0.01562500096
-0.312500326399999,-0.1562503168,0.3750003712,0.01562500096
-0.312500326399999,-0.0781253120000001,0.4375003648,0.01562500096
-0.312500326399999,-0.1562503168,0.3750003712,0
-0.3906253312,-0.1562503168,0.3750003712,0.01562500096
-0.3906253312,-0.2343753216,0.3750003712,0.01562500096
-0.3906253312,-0.312500326399999,0.3750003712,0
-0.468750335999999,-0.312500326399999,0.3750003712,0
-0.3906253312,-0.2343753216,0.3750003712,0
-0.3906253312,-0.312500326399999,0.5000003584,-0.01562500096
-0.5468753408,-0.3906253312,0.562500352,0
-0.3906253312,-0.3906253312,0.562500352,0
-0.3906253312,-0.2343753216,0.6250003456,0
-0.2343753216,-0.1562503168,0.562500352,0
-0.2343753216,-0.1562503168,0.6250003456,0
-0.312500326399999,-0.2343753216,0.6250003456,0
-0.1562503168,-0.1562503168,0.562500352,0
-0.312500326399999,-0.2343753216,0.6250003456,0
-0.2343753216,-0.312500326399999,0.6250003456,0
-0.0781253120000001,-0.2343753216,0.5000003584,0
-0.1562503168,-0.312500326399999,0.5000003584,0.01562500096
-0.1562503168,-0.2343753216,0.562500352,0.01562500096
-0.1562503168,-0.2343753216,0.5000003584,0
-0.2343753216,-0.2343753216,0.5000003584,0
-0.1562503168,-0.312500326399999,0.4375003648,0
-0.2343753216,-0.312500326399999,0.5000003584,0
-0.1562503168,-0.2343753216,0.562500352,0
-0.0781253120000001,-0.3906253312,0.562500352,0
-0.0781253120000001,-0.3906253312,0.5000003584,0.01562500096
-0.1562503168,-0.312500326399999,0.5000003584,0.01562500096
-0.1562503168,-0.312500326399999,0.5000003584,0
-0.1562503168,-0.3906253312,0.4375003648,0
-0.1562503168,-0.3906253312,0.3750003712,0
-0.1562503168,-0.3906253312,0.3125003776,0
-0.2343753216,-0.312500326399999,0.3750003712,0
-0.0781253120000001,-0.312500326399999,0.3125003776,0
-0.0781253120000001,-0.312500326399999,0.3750003712,0
-0.0781253120000001,-0.3906253312,0.3750003712,0.03125000192
0.0781246976000007,-0.2343753216,0.3125003776,0
-3.07199999660668e-07,-0.2343753216,0.3750003712,0
-3.07199999660668e-07,-0.1562503168,0.3125003776,0.01562500096
0.0781246976000007,-0.312500326399999,0.3750003712,0
-0.0781253120000001,-0.2343753216,0.3750003712,0
0.0781246976000007,-0.312500326399999,0.3125003776,0
-3.07199999660668e-07,-0.2343753216,0.3125003776,0
-0.0781253120000001,-0.2343753216,0.250000384,0.01562500096
-0.0781253120000001,-0.2343753216,0.1875003904,0
0.0781246976000007,-0.312500326399999,0.1875003904,-0.01562500096
0.0781246976000007,-0.312500326399999,0.1250003968,0
0.0781246976000007,-0.312500326399999,0.1875003904,0
-3.07199999660668e-07,-0.312500326399999,0.250000384,-0.01562500096
0.0781246976000007,-0.312500326399999,0.1875003904,-0.03125000192
0.0781246976000007,-0.312500326399999,0.1250003968,0.01562500096
-3.07199999660668e-07,-0.312500326399999,0.1250003968,0
-3.07199999660668e-07,-0.2343753216,0.1250003968,-0.01562500096
0.0781246976000007,-0.2343753216,0.1250003968,-0.01562500096
0.1562497024,-0.2343753216,0.0625004032000001,0
0.0781246976000007,-0.2343753216,0.1250003968,0
0.0781246976000007,-0.2343753216,0.1250003968,0
0.0781246976000007,-0.2343753216,0.0625004032000001,0
0.0781246976000007,-0.1562503168,0.1250003968,0.01562500096
0.0781246976000007,-0.2343753216,0.1250003968,0
0.234374707200001,-0.0781253120000001,0.0625004032000001,0
0.0781246976000007,-0.2343753216,0.0625004032000001,0
0.1562497024,-0.0781253120000001,0.0625004032000001,0
0.0781246976000007,-0.2343753216,0.1250003968,0
0.0781246976000007,-0.2343753216,0.1250003968,0
0.0781246976000007,-0.1562503168,0.0625004032000001,-0.01562500096
0.0781246976000007,-0.0781253120000001,0.1250003968,0
0.0781246976000007,-0.2343753216,0.0625004032000001,0
0.1562497024,-0.1562503168,0.0625004032000001,0
0.0781246976000007,-0.0781253120000001,0.0625004032000001,0
0.0781246976000007,-0.0781253120000001,4.09600000139676e-07,0.01562500096
0.0781246976000007,-0.1562503168,0.0625004032000001,0
0.0781246976000007,-0.0781253120000001,0.0625004032000001,0
0.1562497024,-0.1562503168,4.09600000139676e-07,0
-3.07199999660668e-07,-0.2343753216,0.0625004032000001,0
0.0781246976000007,-0.1562503168,4.09600000139676e-07,0
0.1562497024,-0.1562503168,0.0625004032000001,-0.01562500096
0.1562497024,-0.1562503168,0.0625004032000001,0
0.1562497024,-0.1562503168,0.0625004032000001,0
0.1562497024,-0.1562503168,0.0625004032000001,0
0.1562497024,-0.1562503168,0.0625004032000001,-0.01562500096
0.234374707200001,-0.2343753216,4.09600000139676e-07,0
0.1562497024,-0.1562503168,4.09600000139676e-07,0.01562500096
0.0781246976000007,-0.1562503168,-0.0624995840000002,0.01562500096
0.0781246976000007,-0.1562503168,-0.0624995840000002,0
0.0781246976000007,-0.1562503168,-0.0624995840000002,-0.01562500096
0.0781246976000007,-0.1562503168,-0.0624995840000002,0
0.1562497024,-0.1562503168,-0.0624995840000002,0
0.0781246976000007,-0.1562503168,-0.0624995840000002,0
-3.07199999660668e-07,-0.1562503168,-0.1249995776,0
-3.07199999660668e-07,-0.1562503168,4.09600000139676e-07,0.01562500096
0.0781246976000007,-0.0781253120000001,-0.0624995840000002,0
0.0781246976000007,-0.1562503168,-0.0624995840000002,-0.01562500096
0.0781246976000007,-0.1562503168,-0.0624995840000002,-0.01562500096
0.0781246976000007,-0.0781253120000001,-0.1249995776,0.01562500096
0.0781246976000007,-0.1562503168,-0.0624995840000002,0
0.0781246976000007,-0.1562503168,-0.1249995776,0
-3.07199999660668e-07,-0.312500326399999,-0.1249995776,0
-3.07199999660668e-07,-0.1562503168,-0.1874995712,0
0.0781246976000007,-0.1562503168,-0.1249995776,0.01562500096
-0.0781253120000001,-0.1562503168,-0.1249995776,0
-0.0781253120000001,-0.0781253120000001,-0.1874995712,0
-0.0781253120000001,-0.0781253120000001,-0.1249995776,0
-0.0781253120000001,-0.1562503168,-0.1874995712,0
-0.0781253120000001,-0.0781253120000001,-0.1874995712,0
-0.0781253120000001,-0.0781253120000001,-0.1874995712,0.01562500096
-0.1562503168,-0.0781253120000001,-0.1874995712,0.01562500096
-0.1562503168,-0.0781253120000001,-0.1874995712,0
-0.0781253120000001,-0.0781253120000001,-0.3124995584,0
-0.1562503168,-0.1562503168,-0.2499995648,0
-0.0781253120000001,-0.0781253120000001,-0.2499995648,0.01562500096
-0.1562503168,-0.0781253120000001,-0.1874995712,0.01562500096
-0.1562503168,-0.0781253120000001,-0.2499995648,0.01562500096
-0.1562503168,-0.1562503168,-0.3124995584,0.01562500096
-0.1562503168,-0.0781253120000001,-0.3124995584,0.01562500096
-0.2343753216,-0.2343753216,-0.3124995584,0.01562500096
-0.0781253120000001,-0.1562503168,-0.374999552,0.01562500096
-0.0781253120000001,-0.1562503168,-0.2499995648,0
-0.0781253120000001,-0.0781253120000001,-0.2499995648,0.01562500096
-0.1562503168,-0.2343753216,-0.2499995648,0.01562500096
-0.1562503168,-0.1562503168,-0.3124995584,0.01562500096
-0.0781253120000001,-0.2343753216,-0.2499995648,0.01562500096
-0.1562503168,-0.1562503168,-0.3124995584,0.01562500096
-0.0781253120000001,-0.2343753216,-0.3124995584,0.03125000192
-0.0781253120000001,-0.1562503168,-0.3124995584,0.01562500096
-0.1562503168,-0.2343753216,-0.3124995584,0.01562500096
-0.0781253120000001,-0.2343753216,-0.374999552,0
-0.1562503168,-0.2343753216,-0.3124995584,0.01562500096
-0.2343753216,-0.2343753216,-0.3124995584,0.03125000192
-0.1562503168,-0.3906253312,-0.3124995584,0.01562500096
-0.2343753216,-0.1562503168,-0.3124995584,0.03125000192
-0.2343753216,-0.2343753216,-0.3124995584,0
-0.1562503168,-0.1562503168,-0.3124995584,0.01562500096
-0.2343753216,-0.1562503168,-0.2499995648,0
-0.2343753216,-0.1562503168,-0.3124995584,0.03125000192
-0.2343753216,-0.1562503168,-0.3124995584,0.01562500096
